"id","timestamp","name","userId","sessionId","release","version","environment","tags","bookmarked","public","input","output","metadata","comments","citation_id_in_context","citation_source_match","json_ok","latency_ms","response_facts_hit_rate","schema_ok"
"5360da9e07cc716121aaf581a96f5d94","""2026-03-07T13:51:32.791Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""How does a regular user check attendance?""}","```json
{""answer"":""Regular Users see a simpler Dashboard focused on their own work. The “Check attendance” card allows the user to check in and check out. Typical flow: 1. Go to the Dashboard. 2. Find the “Check attendance” card. 3. Enter your username if requested. 4. Click “Check In” when you start work. 5. Click “Check Out” when you finish. Working hours (for example 09:00–17:00) may be shown on the card."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-10"",""source"":""AI_Virtual_Office_Guideline.pdf""}, {""rank"":2,""id"":""AI_Virtual_Office_Guideline.pdf-3"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""87d91b84-e35d-4413-91bf-dda676de5d65"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[0.5]","[0.5]","[1]","[7702.622890472412]","[1]","[1]"
"6a14a31c57f10d8b1411b114031811fd","""2026-03-07T13:51:11.926Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What controls are available at the top of the User Management screen?""}","```json
{""answer"":""From the Dashboard, open the “User Management” card and follow on-screen controls to view and edit permissions. The exact layout may vary, but the goal is always to control who can access which features. From the Dashboard: 1. Locate the “User Management” card. 2. Click the expand icon OR the “Add New User” button. 3. You will be redirected to the User Management screen."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-16"",""source"":""AI_Virtual_Office_Guideline.pdf""}, {""rank"":2,""id"":""AI_Virtual_Office_Guideline.pdf-11"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""7b3e1b4e-39c2-4c4a-81d2-b6c8ceef8a9f"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[7076.439619064331]","[0]","[1]"
"8c5aaf53696ee9cc8ddb6be45bed81d1","""2026-03-06T16:00:48.569Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""What are the three main roles in the AI-powered Virtual Office system?""}","{
  ""answer"": ""The three main roles in the AI-powered Virtual Office system are Admin, Staff, and User."",
  ""citations"": [
    {
      ""rank"": 1,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-0"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    },
    {
      ""rank"": 2,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-16"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    },
    {
      ""rank"": 3,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-17"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    }
  ]
}","{""dataset_item_id"":""9910636a-d845-4e71-8529-7bcba66ef17d"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[13470.98708152771]","[1]","[1]"
"8f2785b0d7777a927481a1dd4a92b24c","""2026-03-06T15:59:07.143Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""How do you export the user list?""}","{
  ""answer"": ""Export to Excel button"",
  ""citations"": [
    {
      ""rank"": 1,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-12"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    },
    {
      ""rank"": 2,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-4"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    },
    {
      ""rank"": 3,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-0"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    },
    {
      ""rank"": 4,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-1"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    }
  ]
}","{""dataset_item_id"":""19940e17-8b68-4191-9f32-bfd605a67ab4"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[14314.793109893799]","[1]","[1]"
"a0f9424734949ea22d60f9b1127b826f","""2026-03-06T16:00:37.374Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""What features are included in the application?""}","{""answer"":""Permission Management, Dashboards, Task and project views, User and permission management, Campaign and email template management, Attendance and check-in tracking, Chat Box, Video Chat, AI Chat Bot, Real-time notifications, and personal profile settings."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-1"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}","{""dataset_item_id"":""de906cb9-729c-4c0c-9ca0-0d374e8d57d4"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[9059.211015701294]","[1]","[1]"
"a13aa17d0c77ef199056a6cf46cc0e0a","""2026-03-07T13:50:54.399Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""How do you export the user list?""}","```json
{""answer"":""export the user list to an Excel file."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-12"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""19940e17-8b68-4191-9f32-bfd605a67ab4"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[4742.420196533203]","[0]","[1]"
"a5720f079d19cae365936514ba9f8f7c","""2026-03-07T13:51:20.389Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What does the Assigned Tasks card do?""}","```json
{""answer"":""The “Assigned Tasks” card displays tasks specifically assigned to the user. Clicking the expand icon will open a full-screen “Assigned Tasks” view, where the user can see task details and update statuses."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-20"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""f4a43455-a1e6-4c0f-839d-bb0b57e2246b"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[5701.826810836792]","[1]","[1]"
"ab74c358122b7834f24fcfcf853f2b94","""2026-03-07T13:51:05.278Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What is the purpose of the search bar in User Management?""}","```json
{""answer"":""The User Management feature lets Admins view all users, create new users, update user information and roles, and delete accounts. From the Dashboard, locate the “User Management” card. Click the expand icon OR the “Add New User” button. You will be redirected to the User Management screen."",""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-11"",""source"":""AI_Virtual_Office_Guideline.pdf""},{""rank"":2,""id"":""AI_Virtual_Office_Guideline.pdf-20"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""afe87eed-64fc-4138-ba92-12bfbe76b908"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[6313.811779022217]","[0]","[1]"
"ae4d8d05d23ef450f5b182095a537d22","""2026-03-07T13:51:00.015Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""How do you filter users by role?""}","```json
{""answer"":""The user table typically shows: ID – user ID, Full Name – display name, Email – login email address, and Role – Admin, Staff, or User. The role filter in the User Management screen allows you to filter by Admin, Staff or User."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-12"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""8c6606c6-cb77-4c11-9e18-5b689f2d55b0"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[4909.019947052002]","[1]","[1]"
"b5d16bef1013159811c578a2fb97c569","""2026-03-06T15:59:58.014Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""What does the Assigned Tasks card do?""}","{
  ""answer"": ""The Assigned Tasks card displays tasks specifically assigned to the user, and clicking the expand icon opens a full-screen view where the user can see task details and update statuses."",
  ""citations"": [
    {
      ""rank"": 1,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-4"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    }
  ]
}","{""dataset_item_id"":""f4a43455-a1e6-4c0f-839d-bb0b57e2246b"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[0]","[0]","[1]","[9501.450061798096]","[1]","[1]"
"bd29977d96149ed9dfea51af57cc34a1","""2026-03-06T15:59:45.379Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""What controls are available at the top of the User Management screen?""}","{
  ""answer"": ""The controls available at the top of the User Management screen include the expand icon and the 'Add New User' button."",
  ""citations"": [
    {
      ""rank"": 1,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-11"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    }
  ]
}","{""dataset_item_id"":""7b3e1b4e-39c2-4c4a-81d2-b6c8ceef8a9f"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[8831.562995910645]","[0]","[1]"
"c7f446360135dfefa48144529f9ed8bc","""2026-03-06T15:59:33.210Z""","Dataset run: llama3.2-vision:latest-2026-03-06T22:58:48","","","","","default","[]","false","false","{""message"": ""What is the purpose of the search bar in User Management?""}","{
  ""answer"": ""The search bar in User Management is used to search for colleagues by name or email when starting a new one-to-one chat."",
  ""citations"": [
    {
      ""rank"": 1,
      ""id"": ""AI_Virtual_Office_Guideline.pdf-17"",
      ""source"": ""AI_Virtual_Office_Guideline.pdf""
    }
  ]
}","{""dataset_item_id"":""afe87eed-64fc-4138-ba92-12bfbe76b908"",""run_name"":""llama3.2-vision:latest-2026-03-06T22:58:48"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[9717.13900566101]","[0]","[1]"
"d11f42701d85f4e474a5e127ff43c2ac","""2026-03-07T13:51:41.403Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What features are included in the application?""}","```json
{""answer"":""The application includes: Dashboards tailored to each role, Task and project views, User and permission management, Campaign and email template management, Attendance and check-in tracking, Chat Box and Video Chat for communication, An AI Chat Bot to answer questions based on this guideline, Real-time notifications and personal profile settings."",""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-1"",""source"":""AI_Virtual_Office_Guideline.pdf""},{""rank"":2,""id"":""AI_Virtual_Office_Guideline.pdf-0"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""de906cb9-729c-4c0c-9ca0-0d374e8d57d4"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[6761.347055435181]","[1]","[1]"
"d761b0555465406f18e9a5ed50b6b31c","""2026-03-07T13:51:49.293Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What are the three main roles in the AI-powered Virtual Office system?""}","```json
{""answer"":""The three main roles in the AI-powered Virtual Office system are Admin, Staff, and User."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-0"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""9910636a-d845-4e71-8529-7bcba66ef17d"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[4567.600727081299]","[1]","[1]"
"dfd5beb9c6475f23364d1fdbff0a5e09","""2026-03-07T13:51:26.516Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What does the Team Members card show?""}","```json
{""answer"":""A “Team Members” card lists other members in the same team or organization. If there are no other members, the card will state that no team members are assigned."", ""citations"":[{""rank"":1,""id"":""AI_Virtual_Office_Guideline.pdf-11"",""source"":""AI_Virtual_Office_Guideline.pdf""}, {""rank"":2,""id"":""AI_Virtual_Office_Guideline.pdf-5"",""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""085b0ccb-e99e-4051-b1c9-62b14815773f"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[5918.143033981323]","[1]","[1]"
"f1b105543893ced6add684f66dbcd4a9","""2026-03-07T13:50:43.169Z""","Dataset run: gemma3:4b-2026-03-07T20:50:43","","","","","default","[]","false","false","{""message"": ""What communication features does the app provide?""}","```json
{""answer"":""The app provides a Chat Box and Video Chat for communication. The Chat Box allows for real-time text messaging, including starting one-to-one chats and creating group chats. Video Chat is also available."", ""citations"":[{""rank"":1, ""id"":""AI_Virtual_Office_Guideline.pdf-1"", ""source"":""AI_Virtual_Office_Guideline.pdf""}, {""rank"":2, ""id"":""AI_Virtual_Office_Guideline.pdf-5"", ""source"":""AI_Virtual_Office_Guideline.pdf""}, {""rank"":3, ""id"":""AI_Virtual_Office_Guideline.pdf-17"", ""source"":""AI_Virtual_Office_Guideline.pdf""}]}
```","{""dataset_item_id"":""434079ba-8129-485c-9c40-c4e80f4a7698"",""run_name"":""gemma3:4b-2026-03-07T20:50:43"",""dataset_id"":""cmmdo35b00bdyad07bax8n90j"",""resourceAttributes"":""{\""telemetry.sdk.language\"":\""python\"",\""telemetry.sdk.name\"":\""opentelemetry\"",\""telemetry.sdk.version\"":\""1.33.1\"",\""service.name\"":\""unknown_service\""}"",""scope"":""{\""name\"":\""langfuse-sdk\"",\""version\"":\""3.14.5\"",\""attributes\"":{\""public_key\"":\""pk-lf-248e51d1-79d8-4760-b5bc-45d15ba618a0\""}}""}","[]","[1]","[1]","[1]","[10715.56568145752]","[1]","[1]"
